account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
522,current,2014-11-10,,,False,False
523,canceled,2014-12-03,2015-01-12,40,False,True
523,canceled,2015-01-12,2015-03-10,57,False,True
523,current,2015-03-10,,,False,False
524,canceled,2014-12-06,2015-02-03,59,False,True
524,current,2015-03-04,,,False,False
525,canceled,2014-11-10,2015-07-17,249,False,True
526,current,2015-07-16,,,False,False
527,current,2015-01-09,,,False,False
528,canceled,2015-04-03,2015-08-10,129,False,True
529,current,2015-02-03,,,False,False
529,canceled,2014-12-08,2015-02-03,57,False,True
530,current,2015-01-07,,,False,False
531,current,2015-07-08,,,False,False
532,canceled,2015-01-12,2015-06-19,158,False,True
533,current,2015-05-11,,,False,False
534,canceled,2015-01-12,2015-04-19,97,False,True
535,current,2015-02-08,,,False,False
536,current,2015-04-24,,,False,False
537,current,2014-11-10,,,False,False
538,current,2015-06-02,,,False,False
539,current,2014-12-03,,,False,False
540,current,2015-05-08,,,False,False
541,canceled,2014-11-12,2015-06-19,219,False,True
542,current,2015-07-10,,,False,False
543,current,2015-04-01,,,False,False
544,canceled,2014-11-10,2015-05-17,188,False,True
545,current,2015-05-28,,,False,False
546,current,2014-12-05,,,False,False
547,canceled,2015-02-03,2015-08-16,194,False,True
547,canceled,2014-12-09,2015-02-03,56,False,True
548,current,2015-07-20,,,False,False
549,canceled,2014-12-03,2015-06-10,189,False,True
550,canceled,2014-11-10,2015-05-02,173,False,True
550,canceled,2015-05-28,2015-07-04,37,False,True
551,current,2015-04-24,,,False,False
552,current,2015-08-14,,,False,False
553,current,2014-11-10,,,False,False
554,current,2015-06-07,,,False,False
555,current,2015-04-09,,,False,False
556,current,2015-05-12,,,False,False
557,canceled,2014-12-08,2015-02-03,57,False,True
557,current,2015-03-10,,,False,False
557,canceled,2015-02-03,2015-03-10,35,False,True
558,current,2015-04-01,,,False,False
558,canceled,2014-12-03,2015-04-01,119,False,True
559,current,2015-05-07,,,False,False
560,current,2014-12-06,,,False,False
561,current,2015-02-05,,,False,False
562,current,2014-11-10,,,False,False
563,canceled,2014-12-03,2015-07-10,219,False,True
564,canceled,2015-02-08,2015-04-08,59,False,True
564,current,2015-04-08,,,False,False
565,current,2015-06-08,,,False,False
566,current,2015-05-12,,,False,False
567,current,2015-01-12,,,False,False
568,current,2014-11-10,,,False,False
569,canceled,2015-06-02,2015-08-09,68,False,True
570,current,2014-12-07,,,False,False
571,current,2015-04-01,,,False,False
571,canceled,2014-12-08,2015-04-01,114,False,True
572,current,2015-05-28,,,False,False
573,current,2015-06-07,,,False,False
574,current,2015-04-24,,,False,False
575,current,2015-07-17,,,False,False
576,canceled,2014-11-10,2015-02-17,99,False,True
577,canceled,2014-11-12,2015-01-19,68,False,True
577,canceled,2015-02-05,2015-07-12,157,False,True
578,current,2015-04-02,,,False,False
579,current,2014-11-15,,,False,False
580,canceled,2014-11-10,2015-07-17,249,False,True
581,current,2014-12-07,,,False,False
582,current,2014-11-10,,,False,False
583,canceled,2014-12-08,2015-05-15,158,False,True
584,canceled,2014-11-10,2015-01-14,65,False,True
584,canceled,2015-01-14,2015-03-10,55,False,True
584,current,2015-03-10,,,False,False
585,current,2015-04-01,,,False,False
586,current,2015-03-10,,,False,False
587,canceled,2014-11-10,2015-01-14,65,False,True
587,canceled,2015-01-14,2015-04-17,93,False,True
587,current,2015-05-28,,,False,False
588,current,2015-04-02,,,False,False
589,current,2015-04-08,,,False,False
589,canceled,2015-02-05,2015-04-08,62,False,True
590,canceled,2014-12-03,2015-02-03,62,False,True
590,current,2015-05-11,,,False,False
590,canceled,2015-02-03,2015-03-10,35,False,True
591,canceled,2015-03-10,2015-04-01,22,False,True
591,current,2015-04-01,,,False,False
591,canceled,2014-11-12,2015-03-10,118,False,True
592,current,2015-01-07,,,False,False
593,current,2015-04-02,,,False,False
594,current,2014-12-05,,,False,False
595,current,2014-11-10,,,False,False
596,current,2015-05-12,,,False,False
597,canceled,2015-01-12,2015-07-19,188,False,True
598,current,2015-01-12,,,False,False
599,canceled,2014-11-12,2015-01-14,63,False,True
599,canceled,2015-01-14,2015-01-22,8,False,True
599,current,2015-04-02,,,False,False
600,current,2015-04-07,,,False,False
601,current,2015-03-10,,,False,False
601,canceled,2014-11-10,2015-03-10,120,False,True
602,canceled,2015-02-06,2015-08-13,188,False,True
603,current,2015-02-09,,,False,False
604,current,2014-11-10,,,False,False
605,current,2015-02-06,,,False,False
606,canceled,2015-04-08,2015-06-15,68,False,True
607,current,2015-03-05,,,False,False
608,current,2015-05-10,,,False,False
609,current,2015-04-24,,,False,False
610,canceled,2015-01-07,2015-03-14,66,False,True
611,canceled,2014-12-08,2015-01-15,38,False,True
612,canceled,2014-11-10,2015-03-10,120,False,True
612,canceled,2015-03-10,2015-03-17,7,False,True
613,current,2014-12-05,,,False,False
614,current,2015-03-06,,,False,False
615,current,2015-03-05,,,False,False
616,current,2015-05-28,,,False,False
617,current,2014-11-12,,,False,False
618,canceled,2014-12-05,2015-04-12,128,False,True
619,current,2015-06-06,,,False,False
620,current,2014-11-10,,,False,False
621,current,2015-05-12,,,False,False
622,canceled,2015-01-08,2015-06-15,158,False,True
623,canceled,2015-01-08,2015-04-15,97,False,True
623,canceled,2014-12-07,2014-12-14,7,False,True
624,canceled,2015-03-04,2015-06-26,114,False,True
625,current,2015-04-02,,,False,False
626,canceled,2014-11-10,2014-11-19,9,False,True
626,canceled,2015-03-04,2015-05-11,68,False,True
627,current,2014-11-16,,,False,False
628,current,2015-06-09,,,False,False
629,current,2015-06-09,,,False,False
630,canceled,2014-11-11,2015-03-18,127,False,True
631,canceled,2014-12-03,2014-12-08,5,False,True
631,canceled,2015-05-08,2015-07-15,68,False,True
632,current,2015-04-07,,,False,False
633,current,2015-07-17,,,False,False
634,canceled,2014-12-09,2015-06-16,189,False,True
635,current,2015-05-07,,,False,False
636,canceled,2015-02-09,2015-02-10,1,False,True
636,canceled,2015-03-05,2015-08-12,160,False,True
637,canceled,2014-12-06,2014-12-10,4,False,True
637,canceled,2015-03-10,2015-04-14,35,False,True
637,canceled,2015-05-06,2015-08-13,99,False,True
637,canceled,2015-01-07,2015-03-10,62,False,True
639,canceled,2014-11-13,2015-03-20,127,False,True
640,canceled,2015-01-14,2015-01-15,1,False,True
640,canceled,2014-11-12,2015-01-14,63,False,True
640,current,2015-04-01,,,False,False
640,canceled,2015-01-15,2015-01-15,0,False,True
640,canceled,2015-01-15,2015-03-10,54,False,True
640,canceled,2015-03-10,2015-04-01,22,False,True
641,canceled,2015-04-07,2015-06-14,68,False,True
641,canceled,2014-12-09,2014-12-15,6,False,True
642,current,2015-01-11,,,False,False
643,canceled,2014-12-03,2015-02-03,62,False,True
643,canceled,2015-03-10,2015-04-08,29,False,True
643,current,2015-04-18,,,False,False
643,canceled,2015-04-08,2015-04-18,10,False,True
643,canceled,2015-02-03,2015-03-10,35,False,True
644,current,2015-05-13,,,False,False
645,canceled,2015-02-09,2015-05-16,96,False,True
646,current,2015-06-04,,,False,False
647,current,2015-05-06,,,False,False
648,current,2015-05-11,,,False,False
649,canceled,2014-11-10,2015-03-17,127,False,True
650,canceled,2014-12-04,2014-12-10,6,False,True
650,canceled,2015-03-04,2015-08-11,160,False,True
651,canceled,2015-04-06,2015-06-13,68,False,True
652,current,2015-03-10,,,False,False
653,canceled,2015-03-05,2015-03-05,0,False,True
653,current,2015-07-08,,,False,False
654,canceled,2014-12-04,2014-12-04,0,False,True
654,canceled,2014-12-04,2014-12-04,0,False,True
654,canceled,2014-12-03,2014-12-03,0,False,True
655,canceled,2015-01-14,2015-01-20,6,False,True
655,canceled,2014-11-10,2015-01-14,65,False,True
656,current,2015-05-12,,,False,False
657,canceled,2015-01-13,2015-03-10,56,False,True
657,canceled,2015-03-10,2015-03-20,10,False,True
658,canceled,2015-04-06,2015-04-08,2,False,True
658,canceled,2015-04-10,2015-04-10,0,False,True
659,canceled,2015-03-10,2015-03-15,5,False,True
660,canceled,2014-12-03,2015-01-10,38,False,True
661,canceled,2015-05-12,2015-06-19,38,False,True
662,canceled,2015-07-17,2015-07-21,4,False,True
663,canceled,2015-06-02,2015-06-09,7,False,True
663,canceled,2015-06-09,2015-06-15,6,False,True
664,canceled,2015-01-08,2015-01-08,0,False,True
665,current,2015-05-12,,,False,False
666,canceled,2015-02-09,2015-04-16,66,False,True
667,canceled,2014-12-09,2015-01-16,38,False,True
668,canceled,2014-12-09,2014-12-15,6,False,True
668,canceled,2015-01-13,2015-01-20,7,False,True
669,canceled,2015-05-12,2015-07-19,68,False,True
670,canceled,2015-01-08,2015-04-15,97,False,True
671,canceled,2014-12-09,2015-02-03,56,False,True
672,current,2014-11-14,,,False,False
673,current,2015-06-01,,,False,False
674,current,2015-05-12,,,False,False
675,canceled,2014-11-11,2014-11-16,5,False,True
676,current,2015-04-13,,,False,False
677,canceled,2015-04-08,2015-04-14,6,False,True
678,canceled,2015-01-08,2015-02-15,38,False,True
679,canceled,2015-06-08,2015-06-13,5,False,True
680,canceled,2015-03-09,2015-03-12,3,False,True
681,canceled,2015-04-01,2015-04-07,6,False,True
681,canceled,2015-06-09,2015-06-15,6,False,True
682,canceled,2014-12-08,2014-12-15,7,False,True
682,canceled,2014-12-07,2014-12-07,0,False,True
682,canceled,2015-04-08,2015-05-15,37,False,True
683,canceled,2014-11-14,2014-11-15,1,False,True
684,canceled,2014-11-16,2014-11-21,5,False,True
685,canceled,2015-03-10,2015-03-17,7,False,True
686,current,2015-08-23,,,False,False
687,current,2015-07-20,,,False,False
688,canceled,2015-01-09,2015-01-11,2,False,True
689,current,2015-07-17,,,False,False
690,current,2015-04-08,,,False,False
690,canceled,2015-02-05,2015-04-08,62,False,True
691,canceled,2015-01-07,2015-01-10,3,False,True
692,canceled,2015-02-11,2015-02-24,13,False,True
693,canceled,2014-11-15,2015-01-14,60,False,True
693,canceled,2015-01-14,2015-01-23,9,False,True
694,current,2015-07-10,,,False,False
695,canceled,2014-12-09,2014-12-15,6,False,True
696,canceled,2014-11-10,2015-01-14,65,False,True
696,canceled,2015-01-14,2015-01-20,6,False,True
697,canceled,2014-12-08,2015-01-15,38,False,True
698,canceled,2015-01-08,2015-02-15,38,False,True
699,canceled,2015-08-11,2015-08-18,7,False,True
700,canceled,2014-11-10,2014-11-16,6,False,True
701,canceled,2015-07-16,2015-07-20,4,False,True
702,canceled,2014-11-13,2014-11-15,2,False,True
702,canceled,2014-11-15,2015-01-14,60,False,True
702,canceled,2015-01-14,2015-03-10,55,False,True
702,current,2015-03-10,,,False,False
703,canceled,2015-03-06,2015-03-09,3,False,True
704,canceled,2015-05-06,2015-07-13,68,False,True
705,canceled,2014-12-08,2014-12-14,6,False,True
705,canceled,2015-04-08,2015-04-28,20,False,True
706,canceled,2015-04-07,2015-07-14,98,False,True
707,canceled,2014-12-03,2014-12-03,0,False,True
708,canceled,2015-06-05,2015-06-05,0,False,True
708,canceled,2015-06-05,2015-06-10,5,False,True
709,canceled,2015-02-08,2015-03-15,35,False,True
710,canceled,2014-12-08,2015-02-03,57,False,True
710,canceled,2015-02-03,2015-02-15,12,False,True
711,canceled,2015-05-08,2015-05-08,0,False,True
712,canceled,2014-11-13,2015-03-20,127,False,True
713,canceled,2015-05-12,2015-07-04,53,False,True
714,canceled,2015-05-11,2015-05-14,3,False,True
714,canceled,2015-07-09,2015-07-12,3,False,True
715,current,2015-05-12,,,False,False
716,canceled,2015-02-11,2015-02-15,4,False,True
717,canceled,2014-12-04,2014-12-04,0,False,True
718,canceled,2015-05-08,2015-06-19,42,False,True
719,canceled,2014-11-17,2014-11-25,8,False,True
720,canceled,2015-03-04,2015-04-11,38,False,True
721,canceled,2015-06-09,2015-06-16,7,False,True
721,canceled,2015-07-09,2015-07-15,6,False,True
722,canceled,2015-01-12,2015-03-10,57,False,True
722,canceled,2015-03-10,2015-05-19,70,False,True
723,canceled,2015-04-03,2015-04-06,3,False,True
724,canceled,2015-01-12,2015-01-18,6,False,True
725,canceled,2014-12-06,2014-12-06,0,False,True
726,canceled,2015-04-08,2015-05-15,37,False,True
727,canceled,2014-12-07,2014-12-07,0,False,True
728,canceled,2014-12-05,2014-12-05,0,False,True
729,canceled,2015-04-03,2015-04-25,22,False,True
730,canceled,2015-01-08,2015-01-30,22,False,True
731,canceled,2015-06-03,2015-06-07,4,False,True
732,canceled,2015-01-12,2015-05-19,127,False,True
733,canceled,2015-01-12,2015-01-12,0,False,True
734,canceled,2015-05-13,2015-05-17,4,False,True
735,canceled,2015-06-08,2015-06-09,1,False,True
735,canceled,2015-04-14,2015-05-21,37,False,True
736,canceled,2014-12-04,2015-03-11,97,False,True
737,canceled,2014-11-10,2014-11-10,0,False,True
738,canceled,2015-02-07,2015-02-13,6,False,True
739,canceled,2015-04-05,2015-04-05,0,False,True
740,canceled,2014-11-14,2014-11-15,1,False,True
740,canceled,2014-11-11,2014-11-13,2,False,True
741,canceled,2015-02-09,2015-02-15,6,False,True
742,current,2015-08-14,,,False,False
743,canceled,2014-12-09,2015-01-16,38,False,True
744,canceled,2014-11-14,2014-12-21,37,False,True
745,canceled,2014-11-11,2014-11-13,2,False,True
746,canceled,2015-02-05,2015-03-12,35,False,True
747,canceled,2014-12-07,2014-12-13,6,False,True
747,current,2015-04-02,,,False,False
748,current,2015-06-08,,,False,False
749,canceled,2015-03-05,2015-03-05,0,False,True
750,canceled,2015-06-06,2015-06-06,0,False,True
751,current,2015-08-11,,,False,False
752,canceled,2014-11-10,2014-11-19,9,False,True
753,canceled,2015-03-05,2015-04-12,38,False,True
754,current,2015-08-21,,,False,False
755,current,2014-11-10,,,False,False
756,canceled,2014-11-12,2014-11-15,3,False,True
756,canceled,2014-11-15,2015-01-15,61,False,True
757,canceled,2015-01-11,2015-02-18,38,False,True
758,canceled,2015-05-12,2015-05-17,5,False,True
759,canceled,2014-12-08,2015-02-03,57,False,True
759,canceled,2015-04-08,2015-04-15,7,False,True
759,canceled,2015-02-03,2015-04-08,64,False,True
760,canceled,2014-11-10,2014-11-13,3,False,True
761,canceled,2015-01-11,2015-02-18,38,False,True
762,canceled,2015-06-08,2015-07-15,37,False,True
763,canceled,2015-06-08,2015-06-14,6,False,True
764,current,2015-07-17,,,False,False
765,canceled,2015-01-13,2015-01-18,5,False,True
766,canceled,2015-05-10,2015-05-10,0,False,True
767,canceled,2014-12-08,2014-12-11,3,False,True
768,canceled,2015-03-10,2015-03-11,1,False,True
769,canceled,2015-04-03,2015-04-25,22,False,True
770,canceled,2014-11-15,2014-11-19,4,False,True
771,current,2015-05-13,,,False,False
771,canceled,2014-12-09,2014-12-15,6,False,True
772,canceled,2015-05-12,2015-05-19,7,False,True
773,current,2015-07-17,,,False,False
774,canceled,2015-01-11,2015-01-15,4,False,True
775,canceled,2015-07-17,2015-07-24,7,False,True
776,canceled,2014-12-08,2015-02-03,57,False,True
777,canceled,2015-06-08,2015-08-15,68,False,True
778,canceled,2014-12-07,2014-12-29,22,False,True
779,canceled,2015-05-10,2015-06-18,39,False,True
780,canceled,2015-01-11,2015-02-18,38,False,True
781,current,2015-04-02,,,False,False
782,current,2015-07-17,,,False,False
783,canceled,2015-07-13,2015-07-19,6,False,True
784,current,2015-08-17,,,False,False
785,canceled,2015-01-12,2015-03-10,57,False,True
785,canceled,2015-04-08,2015-05-19,41,False,True
785,canceled,2015-03-10,2015-04-08,29,False,True
786,canceled,2015-04-02,2015-05-09,37,False,True
787,canceled,2014-11-16,2014-12-23,37,False,True
788,canceled,2015-04-01,2015-04-06,5,False,True
789,canceled,2015-02-06,2015-02-06,0,False,True
790,canceled,2014-12-09,2014-12-15,6,False,True
791,current,2015-01-08,,,False,False
792,canceled,2015-02-09,2015-06-16,127,False,True
793,canceled,2015-04-08,2015-04-17,9,False,True
793,canceled,2015-02-10,2015-04-08,57,False,True
794,current,2015-08-13,,,False,False
795,canceled,2015-03-09,2015-03-13,4,False,True
796,canceled,2015-04-07,2015-04-16,9,False,True
797,current,2015-04-24,,,False,False
798,current,2015-07-19,,,False,False
799,canceled,2015-02-06,2015-02-06,0,False,True
800,canceled,2014-11-12,2014-11-14,2,False,True
800,canceled,2015-03-04,2015-05-11,68,False,True
801,canceled,2014-12-08,2015-02-03,57,False,True
802,canceled,2015-01-08,2015-01-08,0,False,True
803,canceled,2015-01-08,2015-01-08,0,False,True
804,canceled,2015-06-09,2015-07-16,37,False,True
805,current,2015-08-11,,,False,False
806,current,2015-07-15,,,False,False
807,canceled,2015-07-20,2015-07-22,2,False,True
808,canceled,2014-12-08,2014-12-30,22,False,True
809,canceled,2015-03-10,2015-03-14,4,False,True
810,canceled,2014-11-10,2014-11-13,3,False,True
811,canceled,2015-05-06,2015-06-13,38,False,True
812,current,2015-07-09,,,False,False
813,canceled,2015-07-11,2015-07-17,6,False,True
814,canceled,2015-06-02,2015-06-07,5,False,True
815,canceled,2015-05-12,2015-05-18,6,False,True
816,current,2015-08-20,,,False,False
817,canceled,2014-12-09,2014-12-09,0,False,True
818,canceled,2015-01-07,2015-01-12,5,True,True
819,canceled,2015-03-04,2015-03-04,0,False,True
819,canceled,2015-03-04,2015-03-04,0,False,True
820,canceled,2014-12-06,2014-12-09,3,False,True
821,canceled,2014-11-10,2014-11-16,6,False,True
822,canceled,2014-11-17,2015-01-15,59,False,True
822,current,2015-07-18,,,False,False
823,canceled,2015-02-10,2015-04-08,57,False,True
823,canceled,2015-04-08,2015-05-17,39,False,True
824,canceled,2015-01-09,2015-01-31,22,False,True
824,canceled,2015-02-10,2015-03-04,22,False,True
825,canceled,2015-05-06,2015-05-06,0,False,True
825,canceled,2015-05-09,2015-06-16,38,False,True
826,canceled,2015-06-05,2015-06-09,4,False,True
827,canceled,2015-07-08,2015-07-12,4,False,True
828,canceled,2015-03-09,2015-04-16,38,False,True
829,canceled,2014-11-15,2014-12-22,37,False,True
829,canceled,2014-11-14,2014-11-15,1,False,True
830,canceled,2015-04-03,2015-04-06,3,False,True
831,canceled,2014-12-03,2015-01-10,38,False,True
832,current,2015-07-16,,,False,False
833,canceled,2015-02-09,2015-03-03,22,False,True
834,current,2015-08-13,,,False,False
835,canceled,2014-12-03,2015-01-10,38,False,True
836,canceled,2014-12-09,2015-01-16,38,False,True
836,current,2015-07-16,,,False,False
837,canceled,2014-11-10,2014-11-11,1,False,True
838,canceled,2014-11-10,2014-11-11,1,False,True
839,canceled,2014-11-13,2015-01-15,63,False,True
840,current,2015-08-21,,,False,False
841,canceled,2014-11-12,2014-11-12,0,False,True
842,canceled,2015-01-07,2015-01-09,2,False,True
843,current,2015-06-02,,,False,False
844,canceled,2015-04-07,2015-04-16,9,False,True
844,canceled,2015-05-06,2015-05-12,6,False,True
845,canceled,2014-11-16,2014-11-23,7,False,True
846,canceled,2015-05-12,2015-06-19,38,False,True
847,canceled,2015-01-12,2015-01-19,7,False,True
848,canceled,2015-08-11,2015-08-14,3,False,True
848,canceled,2015-03-06,2015-03-11,5,False,True
849,canceled,2015-07-17,2015-07-19,2,False,True
850,canceled,2015-07-18,2015-07-22,4,False,True
851,current,2015-08-22,,,False,False
852,current,2015-05-12,,,False,False
853,canceled,2015-04-06,2015-04-06,0,False,True
853,current,2015-07-17,,,False,False
854,current,2015-08-23,,,False,False
855,canceled,2014-11-14,2014-12-21,37,False,True
856,canceled,2015-07-18,2015-08-09,22,False,True
857,canceled,2015-02-06,2015-04-08,61,False,True
857,current,2015-04-08,,,False,False
858,canceled,2015-05-12,2015-07-19,68,False,True
859,canceled,2015-01-11,2015-02-18,38,False,True
859,canceled,2014-11-15,2014-11-22,7,False,True
860,canceled,2015-03-07,2015-03-11,4,False,True
861,canceled,2014-11-16,2014-11-19,3,False,True
862,canceled,2015-01-12,2015-01-18,6,False,True
863,canceled,2015-04-10,2015-04-12,2,False,True
864,canceled,2014-11-10,2014-11-19,9,False,True
865,canceled,2014-12-07,2014-12-13,6,False,True
866,canceled,2014-12-07,2015-01-14,38,False,True
867,canceled,2014-12-09,2014-12-31,22,False,True
868,canceled,2014-11-16,2014-12-08,22,False,True
869,canceled,2014-11-14,2014-11-21,7,False,True
870,canceled,2015-05-12,2015-05-12,0,False,True
871,canceled,2014-11-13,2014-11-13,0,False,True
872,current,2015-03-06,,,False,False
873,canceled,2015-01-08,2015-01-30,22,False,True
874,current,2015-08-22,,,False,False
875,canceled,2014-11-17,2014-11-17,0,False,True
876,canceled,2015-01-08,2015-01-11,3,False,True
877,canceled,2015-05-13,2015-06-04,22,False,True
878,canceled,2014-11-10,2014-11-10,0,False,True
879,canceled,2015-07-18,2015-07-24,6,False,True
880,current,2015-08-23,,,False,False
881,canceled,2015-05-11,2015-05-14,3,False,True
882,canceled,2014-11-10,2014-12-17,37,False,True
883,current,2015-07-19,,,False,False
884,canceled,2015-01-08,2015-01-08,0,False,True
885,current,2015-07-16,,,False,False
886,canceled,2015-05-08,2015-05-13,5,False,True
887,current,2015-06-08,,,False,False
888,current,2015-06-09,,,False,False
889,canceled,2015-08-11,2015-08-11,0,False,True
890,canceled,2014-11-10,2014-11-11,1,False,True
891,canceled,2015-07-09,2015-07-15,6,False,True
892,canceled,2014-11-10,2014-11-12,2,False,True
893,current,2015-08-18,,,False,False
894,canceled,2015-05-06,2015-05-12,6,False,True
895,canceled,2014-11-14,2014-11-19,5,False,True
895,canceled,2014-11-11,2014-11-11,0,False,True
896,canceled,2014-12-08,2015-02-03,57,False,True
896,canceled,2015-03-10,2015-04-08,29,False,True
896,canceled,2015-02-03,2015-03-10,35,False,True
896,current,2015-04-08,,,False,False
897,canceled,2015-06-08,2015-07-15,37,False,True
898,canceled,2015-07-18,2015-07-24,6,False,True
899,canceled,2015-03-11,2015-03-17,6,False,True
900,canceled,2015-01-10,2015-02-17,38,False,True
900,current,2015-05-11,,,False,False
901,current,2015-07-17,,,False,False
902,canceled,2015-05-29,2015-05-29,0,False,True
903,canceled,2014-11-16,2014-11-21,5,False,True
904,canceled,2015-03-05,2015-03-10,5,False,True
905,canceled,2015-01-08,2015-03-15,66,False,True
906,current,2015-03-10,,,False,False
906,canceled,2014-11-17,2015-03-10,113,False,True
907,canceled,2014-12-09,2014-12-15,6,False,True
908,canceled,2014-11-15,2014-11-16,1,False,True
909,canceled,2014-12-05,2014-12-28,23,False,True
910,canceled,2015-06-08,2015-06-15,7,False,True
911,canceled,2015-06-01,2015-06-03,2,False,True
912,canceled,2015-06-06,2015-08-13,68,False,True
913,canceled,2014-11-10,2015-01-14,65,False,True
913,canceled,2015-01-14,2015-02-17,34,False,True
914,canceled,2015-04-02,2015-04-02,0,False,True
914,canceled,2015-07-17,2015-07-17,0,False,True
915,canceled,2015-07-16,2015-07-22,6,False,True
916,canceled,2015-02-08,2015-04-15,66,False,True
917,canceled,2014-12-09,2014-12-14,5,False,True
918,canceled,2015-04-06,2015-05-28,52,False,True
919,canceled,2014-11-10,2015-03-17,127,False,True
920,current,2015-04-12,,,False,False
921,canceled,2015-08-17,2015-08-21,4,False,True
922,canceled,2014-12-03,2014-12-08,5,False,True
923,canceled,2015-01-14,2015-03-10,55,False,True
923,canceled,2014-11-16,2015-01-14,59,False,True
923,current,2015-03-10,,,False,False
924,current,2015-08-11,,,False,False
925,canceled,2014-12-04,2014-12-05,1,False,True
926,canceled,2015-04-06,2015-04-06,0,False,True
927,canceled,2015-05-06,2015-05-13,7,False,True
927,canceled,2015-05-13,2015-07-20,68,False,True
928,current,2015-05-11,,,False,False
929,canceled,2014-11-12,2014-11-17,5,False,True
930,canceled,2014-11-13,2014-11-17,4,False,True
931,current,2015-08-11,,,False,False
932,canceled,2014-12-09,2015-01-16,38,False,True
933,canceled,2014-12-09,2014-12-14,5,False,True
934,canceled,2015-01-11,2015-02-18,38,False,True
935,canceled,2014-11-16,2014-11-23,7,False,True
936,canceled,2015-04-07,2015-04-12,5,False,True
937,canceled,2015-05-06,2015-06-13,38,False,True
938,canceled,2014-11-14,2015-01-16,63,False,True
939,current,2015-04-24,,,False,False
940,current,2015-08-13,,,False,False
940,canceled,2015-07-17,2015-07-23,6,False,True
941,canceled,2015-03-10,2015-04-01,22,False,True
942,canceled,2015-05-10,2015-05-15,5,False,True
943,canceled,2014-11-10,2014-11-17,7,False,True
944,canceled,2015-03-10,2015-03-12,2,False,True
945,canceled,2015-01-13,2015-01-17,4,False,True
946,current,2015-08-11,,,False,False
947,canceled,2015-07-08,2015-07-13,5,False,True
948,canceled,2015-05-06,2015-06-22,47,False,True
949,canceled,2014-11-14,2014-11-20,6,False,True
950,current,2015-07-19,,,False,False
951,canceled,2015-07-08,2015-07-11,3,False,True
952,canceled,2015-02-11,2015-03-18,35,False,True
953,canceled,2014-12-05,2014-12-11,6,False,True
954,canceled,2015-01-14,2015-03-10,55,False,True
954,canceled,2015-03-10,2015-04-02,23,False,True
954,canceled,2014-11-10,2015-01-14,65,False,True
955,canceled,2015-05-11,2015-08-18,99,False,True
956,canceled,2015-06-08,2015-08-15,68,False,True
957,canceled,2015-04-08,2015-04-14,6,False,True
958,canceled,2015-03-04,2015-06-07,95,False,True
959,canceled,2014-12-03,2014-12-08,5,False,True
960,canceled,2014-12-09,2014-12-15,6,False,True
961,canceled,2015-06-08,2015-06-11,3,False,True
962,canceled,2015-02-05,2015-02-06,1,False,True
962,canceled,2014-12-04,2014-12-05,1,False,True
963,canceled,2014-11-10,2014-11-14,4,False,True
964,canceled,2014-12-04,2014-12-04,0,False,True
965,canceled,2015-01-10,2015-04-17,97,False,True
966,canceled,2015-01-07,2015-03-10,62,False,True
966,current,2015-03-10,,,False,False
967,current,2015-08-21,,,False,False
968,canceled,2015-07-17,2015-07-17,0,False,True
969,canceled,2014-11-14,2014-12-22,38,False,True
970,canceled,2015-05-08,2015-05-14,6,False,True
970,canceled,2015-07-17,2015-07-23,6,False,True
971,canceled,2015-02-06,2015-02-08,2,False,True
972,canceled,2014-11-15,2015-01-14,60,False,True
972,canceled,2015-01-14,2015-03-10,55,False,True
972,canceled,2015-03-10,2015-03-22,12,False,True
973,current,2015-07-13,,,False,False
974,canceled,2014-12-08,2014-12-12,4,False,True
975,current,2015-08-23,,,False,False
976,canceled,2014-12-04,2015-01-11,38,False,True
977,current,2015-05-12,,,False,False
978,canceled,2015-06-09,2015-06-14,5,False,True
979,current,2015-07-17,,,False,False
980,canceled,2015-04-08,2015-04-14,6,False,True
981,canceled,2015-02-07,2015-02-07,0,False,True
982,canceled,2014-12-08,2014-12-09,1,False,True
983,canceled,2014-11-16,2015-01-14,59,False,True
983,canceled,2015-01-14,2015-01-23,9,False,True
984,canceled,2015-02-05,2015-03-12,35,False,True
984,current,2015-08-13,,,False,False
985,canceled,2015-03-11,2015-04-18,38,False,True
986,current,2015-08-15,,,False,False
987,canceled,2014-12-09,2014-12-11,2,False,True
988,canceled,2015-05-13,2015-07-20,68,False,True
989,canceled,2015-01-12,2015-02-18,37,False,True
989,canceled,2015-04-08,2015-06-19,72,False,True
989,canceled,2015-02-18,2015-04-08,49,False,True
990,current,2015-08-23,,,False,False
991,canceled,2015-01-12,2015-01-18,6,False,True
992,current,2015-07-17,,,False,False
993,canceled,2015-08-11,2015-08-17,6,False,True
994,canceled,2015-04-05,2015-04-06,1,False,True
995,canceled,2015-05-11,2015-05-18,7,False,True
996,canceled,2015-05-29,2015-05-29,0,False,True
997,canceled,2015-01-12,2015-01-12,0,False,True
998,canceled,2015-08-11,2015-08-18,7,False,True
999,canceled,2015-02-10,2015-02-13,3,False,True
1000,current,2015-07-11,,,False,False
1001,current,2015-07-09,,,False,False
1002,current,2015-05-07,,,False,False
1003,canceled,2015-07-16,2015-07-20,4,False,True
1004,canceled,2015-05-06,2015-05-08,2,False,True
1005,canceled,2015-07-09,2015-07-11,2,False,True
1006,canceled,2014-11-10,2014-11-17,7,False,True
